PracticeCode,Practice name,CCGCode,ListSize,AF,AFAchievement,BPAchievement,CVD,CVDAchievement,CHD,CHDAchievemen,HF,HFAchievement,HYP,HYPAchievement,PAD,PAdAchievement
D81065,WELLAND MEDICAL,E38000026,4280,20,100.00,100.00,8,100.00,99,100.00,10,100.00,421,100.00,21,100.00
D81066,QUEEN EDITH MEDICAL PRACTICE,E38000026,7205,112,100.00,89.33,45,62.90,186,92.91,65,100.00,846,100.00,37,98.67
D81070,WOODLANDS SURGERY,E38000026,8626,63,100.00,89.07,19,100.00,103,100.00,22,100.00,470,100.00,31,100.00
D81071,DODDINGTON MEDICAL CENTRE,E38000026,4495,96,100.00,100.00,23,0.00,258,90.97,49,100.00,823,100.00,32,95.83
D81073,WESTWOOD CLINIC,E38000026,5072,35,100.00,100.00,32,100.00,117,100.00,21,100.00,658,100.00,45,100.00
D81074,NORTHCOTE HOUSE SURGERY,E38000026,3853,67,100.00,100.00,10,100.00,108,99.89,16,100.00,612,100.00,17,100.00
D81078,MAPLE SURGERY BAR HILL HEALTH CENTRE,E38000026,3641,47,100.00,100.00,21,100.00,106,100.00,18,100.00,480,100.00,12,100.00
D81081,GREAT STAUGHTON SURGERY,E38000026,3071,71,100.00,94.80,46,0.00,114,86.94,28,100.00,513,97.50,20,97.83
D81082,ALMOND ROAD SURGERY,E38000026,7034,114,99.52,88.53,26,100.00,237,96.80,36,93.38,880,100.00,31,87.67
D81084,WILLINGHAM MEDICAL PRACTICE,E38000026,7620,116,100.00,100.00,22,100.00,169,86.43,28,76.69,848,100.00,29,92.17
D81085,PAPWORTH SURGERY,E38000026,6720,85,100.00,100.00,39,100.00,165,100.00,33,100.00,863,100.00,29,100.00
D81086,EAST BARNWELL HEALTH CENTRE,E38000026,6981,89,100.00,100.00,56,100.00,150,100.00,47,100.00,808,100.00,36,100.00
D81087,RAINBOW SURGERY,E38000026,4478,63,100.00,100.00,22,100.00,139,100.00,30,100.00,610,100.00,24,100.00
D81602,COTTENHAM SURGERY,E38000026,3926,78,100.00,100.00,13,0.00,110,99.17,35,100.00,493,100.00,15,100.00
D81603,RIVERSIDE PRACTICE,E38000026,7432,150,100.00,100.00,20,100.00,345,95.09,53,100.00,1302,100.00,64,100.00
D81605,HUNTLY GROVE,E38000026,2044,37,100.00,100.00,11,0.00,69,64.09,9,100.00,382,90.08,38,86.17
D81606,ORCHARD SURGERY  ST IVES,E38000026,4234,57,99.66,88.67,145,0.00,94,100.00,18,97.21,517,100.00,12,91.67
D81607,SWAVESEY SURGERY,E38000026,2745,42,100.00,100.00,4,0.00,78,99.03,15,100.00,353,100.00,15,100.00
D81611,MANEA SURGERY,E38000026,2123,37,100.00,100.00,17,0.00,77,95.00,21,100.00,382,100.00,10,100.00
D81612,MILTON SURGERY,E38000026,4808,71,100.00,92.20,25,100.00,113,95.14,37,100.00,562,100.00,19,99.33
D81615,THORPE ROAD,E38000026,5486,41,100.00,100.00,22,100.00,121,99.91,34,100.00,593,100.00,21,100.00
D81616,HODGSON MEDICAL CENTRE,E38000026,4214,43,100.00,100.00,6,100.00,93,100.00,13,100.00,474,100.00,23,99.33
D81618,AILSWORTH MEDICAL CENTRE,E38000026,2272,32,100.00,100.00,10,100.00,78,100.00,25,100.00,400,100.00,5,100.00
D81619,PARKHALL SURGERY,E38000026,4750,60,100.00,100.00,36,0.00,113,93.89,26,100.00,635,95.88,18,92.67
D81620,PARNWELL,E38000026,1727,10,95.41,100.00,11,100.00,23,100.00,9,100.00,168,100.00,5,100.00
D81622,TRINITY SURGERY,E38000026,11416,138,100.00,100.00,70,97.80,313,100.00,106,100.00,1087,100.00,43,100.00
D81623,OLD EXCHANGE SURGERY,E38000026,2881,58,100.00,100.00,27,100.00,92,98.51,13,100.00,562,100.00,16,100.00
D81624,DOGSTHORPE MEDICAL CENTRE,E38000026,4945,26,100.00,100.00,17,100.00,119,97.54,34,100.00,449,100.00,24,95.00
D81625,THISTLEMOOR MEDICAL CENTRE,E38000026,16113,70,100.00,100.00,147,100.00,248,100.00,60,100.00,1435,100.00,51,95.50
D81629,BUSHFIELD,E38000026,5374,56,100.00,99.73,7,100.00,175,92.57,19,100.00,625,92.35,53,98.83
D81630,HAMPTON HEALTH,E38000026,8494,57,100.00,98.27,26,0.00,93,91.94,24,100.00,495,93.62,22,86.17
D81631,MILLFIELD,E38000026,11907,66,100.00,86.40,14,0.00,202,75.91,52,100.00,741,96.96,28,83.83
D81633,ACORN SURGERY,E38000026,9297,87,100.00,100.00,30,100.00,165,100.00,40,100.00,693,100.00,13,100.00
D81637,MONKFIELD MEDICAL PRACTICE,E38000026,9835,53,100.00,99.87,32,0.00,108,100.00,21,100.00,567,100.00,14,100.00
D81645,THE GRANGE MEDICAL CENTRE,E38000026,2959,23,100.00,100.00,7,0.00,71,54.66,11,34.48,291,59.35,21,53.33
E82011,BARLEY SURGERY,E38000026,7168,145,100.00,100.00,13,100.00,204,99.91,42,100.00,915,100.00,44,100.00
E82072,THE HEALTH CENTRE PRACTICE,E38000026,11439,170,100.00,100.00,53,100.00,284,89.29,71,100.00,1517,100.00,40,99.00
E82132,ROYSIA SURGERY,E38000026,6009,92,100.00,100.00,27,53.30,181,92.51,50,100.00,919,100.00,38,100.00
K83017,WANSFORD,E38000026,6955,142,100.00,100.00,27,100.00,239,98.51,82,100.00,1243,94.77,56,93.33
K83023,OUNDLE,E38000026,10829,216,100.00,100.00,52,100.00,371,96.63,90,85.62,1668,95.35,53,100.00
Y00056,CAMBRIDGE ACCESS SURGERY,E38000026,432,4,58.62,100.00,3,0.00,4,100.00,0,0.00,17,100.00,1,100.00
Y00185,CATHEDRAL MEDICAL CENTRE,E38000026,9604,100,100.00,100.00,79,100.00,157,100.00,53,100.00,1015,100.00,30,100.00
Y00486,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,E38000026,7003,48,100.00,100.00,22,100.00,109,99.26,19,100.00,607,100.00,21,100.00
Y02769,ST NEOTS HEALTH CENTRE,E38000026,4110,19,100.00,100.00,28,100.00,50,100.00,8,100.00,276,100.00,8,100.00
D83001,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE,E38000086,10908,296,100.00,100.00,60,100.00,478,92.26,141,100.00,1808,100.00,77,89.83
D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,E38000086,10883,205,100.00,100.00,62,100.00,424,99.94,75,100.00,1578,100.00,62,100.00
D83006,BILDESTON HEALTH CENTRE,E38000086,6772,169,100.00,100.00,51,100.00,270,99.46,53,100.00,1173,100.00,24,99.00
D83007,IXWORTH SURGERY,E38000086,9124,175,100.00,100.00,43,100.00,306,83.43,107,100.00,1276,77.50,58,87.67
D83008,BURLINGTON ROAD SURGERY,E38000086,16960,308,100.00,100.00,43,100.00,590,100.00,138,100.00,2264,100.00,92,100.00
D83015,HOWARD HOUSE SURGERY,E38000086,7112,201,100.00,100.00,42,100.00,351,100.00,79,100.00,1300,97.81,58,99.33
D83017,NEEDHAM MARKET COUNTRY PRACTICE,E38000086,12602,273,100.00,97.73,88,100.00,459,97.77,119,100.00,1997,100.00,40,100.00
D83019,MENDLESHAM HEALTH CENTRE,E38000086,7106,146,100.00,100.00,72,100.00,226,99.46,46,100.00,1078,100.00,41,100.00
D83020,THE HOLBROOK AND SHOTLEY PRACTICE,E38000086,7856,211,100.00,100.00,55,100.00,325,100.00,76,100.00,1214,100.00,40,100.00
D83024,IVRY STREET MEDICAL PRACTICE,E38000086,11085,184,100.00,98.80,70,80.00,330,88.60,65,100.00,1535,93.42,50,93.67
D83026,FRAMLINGHAM SURGERY,E38000086,9298,234,100.00,100.00,37,100.00,375,98.89,68,100.00,1363,100.00,37,100.00
D83028,LEISTON SURGERY,E38000086,6658,165,100.00,100.00,48,100.00,258,100.00,107,100.00,1036,100.00,67,100.00
D83036,CHURCH FARM SURGERY,E38000086,3934,168,100.00,100.00,22,100.00,187,75.20,64,100.00,757,76.54,28,81.67
D83037,HADLEIGH BOXFORD GROUP PRACTICE,E38000086,14913,364,100.00,100.00,68,100.00,638,92.51,152,100.00,2432,100.00,74,92.50
D83039,THE CHESTERFIELD DRIVE PRACTICE,E38000086,14605,186,100.00,100.00,59,100.00,459,100.00,145,100.00,1727,100.00,77,100.00
D83041,DEBENHAM GROUP PRACTICE,E38000086,8613,174,100.00,100.00,75,0.00,292,100.00,94,100.00,1243,100.00,26,100.00
D83043,EYE HEALTH CENTRE,E38000086,5910,142,100.00,100.00,26,100.00,243,100.00,38,100.00,911,100.00,41,100.00
D83044,STOWHEALTH,E38000086,17862,352,100.00,100.00,141,100.00,595,100.00,163,100.00,2674,100.00,70,100.00
D83046,TWO RIVERS MEDICAL CENTRE,E38000086,11774,189,100.00,100.00,59,100.00,366,96.09,187,100.00,1394,100.00,52,98.33
D83048,GROVE MEDICAL CENTRE,E38000086,14532,344,100.00,100.00,93,100.00,798,68.69,134,100.00,2581,66.31,74,85.00
D83049,LITTLE ST JOHN STREET SURGERY,E38000086,6467,185,100.00,100.00,16,100.00,307,100.00,61,100.00,1243,100.00,26,100.00
D83050,DEBEN ROAD SURGERY,E38000086,7704,114,100.00,100.00,75,100.00,310,89.03,72,100.00,1067,100.00,36,76.00
D83051,THE DERBY ROAD PRACTICE,E38000086,16418,291,100.00,100.00,61,100.00,533,100.00,113,100.00,1911,100.00,64,100.00
D83053,SAXMUNDHAM HEALTH CENTRE,E38000086,8976,293,100.00,100.00,80,100.00,421,100.00,104,100.00,1604,100.00,64,100.00
D83054,THE PENINSULA PRACTICE,E38000086,3900,114,100.00,100.00,38,0.00,166,100.00,33,100.00,757,100.00,24,100.00
D83056,HAWTHORN DRIVE SURGERY,E38000086,7862,113,100.00,100.00,27,100.00,282,84.11,72,100.00,1106,100.00,70,100.00
D83057,FRAMFIELD HOUSE SURGERY,E38000086,11961,287,100.00,100.00,74,100.00,444,100.00,120,68.97,1856,100.00,69,100.00
D83058,THE NORWICH ROAD SURGERY,E38000086,9833,214,100.00,100.00,44,100.00,372,100.00,102,100.00,1578,100.00,58,100.00
D83059,BARRACK LANE MEDICAL CENTRE,E38000086,16402,210,100.00,100.00,94,100.00,484,96.69,91,100.00,1902,100.00,94,99.50
D83061,WICKHAM MARKET MEDICAL CENTRE,E38000086,9531,231,100.00,100.00,64,100.00,340,100.00,76,100.00,1237,100.00,24,100.00
D83069,FRESSINGFIELD MEDICAL CENTRE,E38000086,5050,107,100.00,93.80,31,100.00,187,100.00,27,100.00,847,100.00,22,100.00
D83073,DR SOLWAY & DR WHALE PRACTICE,E38000086,5177,70,100.00,99.87,24,100.00,171,100.00,50,100.00,653,100.00,39,100.00
D83074,ORCHARD MEDICAL PRACTICE,E38000086,13621,190,100.00,99.93,41,100.00,302,100.00,90,100.00,1264,100.00,42,100.00
D83079,COMBS FORD SURGERY,E38000086,10030,163,100.00,100.00,59,100.00,368,93.94,67,100.00,1458,100.00,52,89.50
D83080,MARTLESHAM SURGERY,E38000086,5835,117,100.00,100.00,33,100.00,203,90.37,48,100.00,830,93.19,22,100.00
D83081,HAVEN HEALTH,E38000086,7017,85,86.14,100.00,52,0.00,239,85.91,43,96.83,1079,95.81,48,79.17
D83082,WALTON SURGERY,E38000086,4225,91,100.00,100.00,22,100.00,173,94.37,34,100.00,540,100.00,14,98.33
D83084,THE BIRCHES MEDICAL CENTRE,E38000086,8132,187,100.00,100.00,36,100.00,302,92.97,95,100.00,1255,100.00,42,99.67
D83615,THE BARHAM & CLAYDON SURGERY,E38000086,1813,34,100.00,100.00,12,100.00,82,85.49,28,83.03,305,88.54,15,75.33
Y01794,RAVENSWOOD MEDICAL PRACTICE,E38000086,15154,276,100.00,100.00,77,100.00,564,99.46,121,100.00,2028,100.00,75,100.00
D82003,CENTRAL SURGERY,E38000063,13385,236,100.00,92.00,76,100.00,526,86.40,90,98.28,2264,90.69,87,69.83
D82007,EAST NORFOLK MEDICAL PRACTICE,E38000063,12232,275,100.00,100.00,72,100.00,526,97.31,94,100.00,2376,100.00,131,100.00
D82019,MILLWOOD SURGERY,E38000063,9748,168,100.00,100.00,246,92.40,410,97.06,98,100.00,1734,100.00,81,91.00
D82058,COASTAL VILLAGES PRACTICE,E38000063,17526,337,100.00,97.13,158,100.00,821,97.83,157,100.00,3880,97.42,162,99.17
D82067,THE PARK SURGERY,E38000063,10379,178,100.00,100.00,44,100.00,409,100.00,86,100.00,1534,100.00,110,100.00
D82081,FALKLAND SURGERY,E38000063,7255,161,100.00,100.00,45,100.00,316,100.00,64,100.00,1260,100.00,51,100.00
D82098,FAMILY HEALTH CARE CENTRE,E38000063,5328,92,100.00,100.00,17,100.00,151,89.23,37,100.00,933,88.27,30,100.00
D82102,THE LIGHTHOUSE MEDICAL CENTRE,E38000063,8531,110,100.00,99.27,105,100.00,280,89.63,53,100.00,1225,86.15,87,94.83
D82600,FLEGGBURGH SURGERY,E38000063,1889,55,99.28,97.73,13,100.00,92,99.20,29,98.41,442,100.00,17,91.67
D82613,GORLESTON MEDICAL CENTRE,E38000063,7416,92,100.00,100.00,65,100.00,240,94.63,68,100.00,1160,94.65,48,100.00
D83002,ALEXANDRA & CRESTVIEW SURGERIES,E38000063,15209,289,100.00,95.73,70,86.70,586,94.06,178,100.00,2459,100.00,160,95.33
D83009,BECCLES MEDICAL CENTRE,E38000063,20256,480,100.00,100.00,74,100.00,874,96.49,263,100.00,3267,100.00,203,99.50
D83010,LONGSHORE SURGERIES,E38000063,6532,178,100.00,100.00,46,100.00,370,100.00,73,100.00,1356,100.00,88,100.00
D83011,BRIDGE ROAD SURGERY,E38000063,10534,306,58.62,100.00,129,20.00,531,78.83,162,85.76,2000,100.00,89,92.33
D83016,VICTORIA ROAD SURGERY,E38000063,9805,238,100.00,100.00,47,100.00,445,95.60,85,100.00,1734,100.00,118,91.50
D83022,SOLE BAY H/C,E38000063,5079,197,100.00,92.47,29,100.00,243,95.54,63,100.00,958,100.00,28,100.00
D83023,HIGH STREET SURGERY,E38000063,11722,173,99.55,100.00,78,100.00,398,99.94,63,100.00,1676,100.00,79,100.00
D83030,KIRKLEY MILL HEALTH CENTRE,E38000063,4597,93,96.10,100.00,61,100.00,189,76.60,41,100.00,704,78.15,35,92.33
D83034,BUNGAY MEDICAL CENTRE,E38000063,10994,293,100.00,100.00,70,100.00,424,96.46,132,100.00,1745,100.00,100,100.00
D83035,CUTLERS HILL SURGERY,E38000063,10305,313,100.00,100.00,46,100.00,489,100.00,115,100.00,1724,100.00,73,100.00
D83047,ROSEDALE SURGERY,E38000063,11820,260,100.00,100.00,75,100.00,420,100.00,75,100.00,2042,100.00,85,100.00
D83608,ANDAMAN SURGERY,E38000063,6396,105,98.34,100.00,45,100.00,247,99.77,56,100.00,1079,100.00,55,100.00
D83619,WESTWOOD SURGERY,E38000063,2138,42,100.00,100.00,21,20.00,97,82.91,21,100.00,347,64.81,23,89.17
Y00164,NELSON MEDICAL PRACTICE,E38000063,5983,82,100.00,95.27,47,100.00,151,98.31,44,100.00,712,100.00,44,90.00
Y02662,GREYFRIARS HEALTH CENTRE,E38000063,4748,6,100.00,100.00,34,100.00,46,100.00,10,100.00,232,100.00,10,100.00
F81011,KELVEDON & FEERING HEALTH CENTRE,E38000106,4930,87,100.00,100.00,30,100.00,156,84.40,21,100.00,777,83.85,20,93.33
F81014,ST. LAWRENCE MEDICAL PRACTICE,E38000106,15889,254,100.00,99.80,125,100.00,560,68.86,57,99.72,2113,80.62,80,81.67
F81020,THE FRESHFORD PRACTICE,E38000106,6807,156,100.00,98.73,35,100.00,237,100.00,54,100.00,961,100.00,44,100.00
F81022,LONGFIELD MEDICAL CENTRE,E38000106,14323,265,100.00,100.00,82,20.00,485,91.54,94,91.93,2149,100.00,67,95.17
F81024,DICKENS PLACE,E38000106,5898,82,100.00,100.00,20,0.00,140,85.17,16,100.00,614,84.73,21,85.50
F81030,FERN HOUSE SURGERY,E38000106,16736,302,100.00,99.60,94,100.00,548,87.71,84,91.79,2120,100.00,82,91.33
F81035,MOULSHAM LODGE SURGERY,E38000106,8130,132,100.00,100.00,27,100.00,220,99.80,34,100.00,1152,100.00,17,100.00
F81040,STOCK SURGERY,E38000106,3848,97,100.00,100.00,31,100.00,171,100.00,25,100.00,767,100.00,27,100.00
F81057,WHITLEY HOUSE SURGERY,E38000106,12161,144,100.00,100.00,32,100.00,329,85.60,74,100.00,1428,100.00,43,91.83
F81068,THE ELIZABETH COURTAULD SURGERY,E38000106,15781,257,100.00,97.73,59,100.00,545,89.31,95,100.00,2042,94.35,75,87.83
F81071,RIVERMEAD GATE MED.CTR.,E38000106,11990,171,100.00,100.00,72,100.00,301,94.37,55,68.97,1565,100.00,39,82.50
F81074,MELBOURNE HOUSE SURGERY,E38000106,6326,111,100.00,100.00,12,0.00,232,86.91,51,100.00,814,93.27,37,96.83
F81076,THE TOLLESBURY PRACTICE,E38000106,3904,77,100.00,100.00,29,100.00,123,88.29,31,100.00,651,100.00,18,98.33
F81083,BEAUCHAMP HOUSE,E38000106,11612,216,100.00,100.00,50,100.00,352,96.94,52,100.00,1640,100.00,58,89.50
F81087,MOUNT CHAMBERS MEDICAL PRACTICE,E38000106,13021,227,100.00,100.00,87,100.00,528,97.94,92,100.00,2240,100.00,86,98.17
F81098,THE WRITTLE SURGERY,E38000106,7820,139,100.00,100.00,42,100.00,326,100.00,36,100.00,1245,100.00,53,100.00
F81099,BLACKWATER MEDICAL CENTRE,E38000106,14211,236,100.00,100.00,75,100.00,461,100.00,66,100.00,2240,100.00,64,99.33
F81100,BEACON HEALTH GROUP,E38000106,11115,355,100.00,100.00,45,100.00,396,100.00,98,100.00,1937,100.00,36,100.00
F81105,LITTLE WALTHAM & GT NOTLEY SURGERY,E38000106,17066,222,100.00,100.00,71,100.00,449,100.00,136,100.00,2217,100.00,64,100.00
F81114,BADDOW VILLAGE SURGERY,E38000106,11635,234,100.00,100.00,84,100.00,393,100.00,91,100.00,2086,100.00,62,100.00
F81117,SUTHERLAND LODGE SURGERY,E38000106,11830,214,100.00,96.73,64,100.00,322,96.17,62,100.00,1671,100.00,52,95.83
F81119,THE PUMP HOUSE SURGERY,E38000106,7742,142,100.00,100.00,40,100.00,248,100.00,45,100.00,992,100.00,32,100.00
F81122,TENNYSON HOUSE SURGERY,E38000106,8591,190,100.00,100.00,40,100.00,251,99.00,57,100.00,1110,100.00,34,100.00
F81126,BURNHAM SURGERY,E38000106,9307,248,100.00,100.00,65,100.00,390,97.80,80,100.00,1789,99.31,63,100.00
F81127,HUMBER ROAD SURGERY,E38000106,10806,120,100.00,100.00,47,100.00,307,100.00,56,100.00,1317,100.00,36,100.00
F81130,WILLIAM FISHER MED.CTR.,E38000106,5941,112,100.00,100.00,14,100.00,183,100.00,49,100.00,760,100.00,22,100.00
F81132,BLANDFORD MEDICAL CENTRE,E38000106,17788,281,100.00,100.00,103,100.00,563,99.31,114,100.00,2232,100.00,95,100.00
F81138,HILTON HOUSE,E38000106,3290,60,100.00,100.00,31,100.00,120,100.00,25,100.00,587,100.00,16,100.00
F81149,THE LAURELS SURGERY,E38000106,12251,229,100.00,100.00,69,100.00,387,100.00,83,100.00,1654,100.00,56,100.00
F81170,KINGSWAY SURGERY,E38000106,4241,70,100.00,100.00,17,100.00,129,100.00,20,100.00,588,100.00,9,98.33
F81173,DOUGLAS GROVE SURGERY,E38000106,6181,77,100.00,100.00,45,100.00,165,100.00,55,100.00,780,100.00,23,100.00
F81183,THE DENGIE MEDICAL PARTNERSHIP,E38000106,2703,51,100.00,100.00,23,100.00,110,100.00,40,100.00,411,100.00,15,100.00
F81185,THE PRACTICE SOUTH WOODHAM FERRERS,E38000106,4872,76,100.00,100.00,41,100.00,141,100.00,24,100.00,759,100.00,12,100.00
F81193,WITHAM HEALTH CENTRE,E38000106,4812,46,100.00,100.00,44,100.00,150,84.06,37,100.00,726,99.31,39,100.00
F81635,COLLINGWOOD ROAD SURGERY,E38000106,1738,30,100.00,100.00,14,100.00,59,100.00,33,100.00,294,100.00,14,100.00
F81665,CHELMER VILLAGE SURGERY,E38000106,4194,37,100.00,99.07,25,100.00,94,98.11,21,100.00,471,100.00,8,100.00
F81674,WYNCROFT SURGERY,E38000106,2250,27,100.00,100.00,17,100.00,55,96.46,14,100.00,277,100.00,5,91.17
F81683,BLYTH'S MEADOW SURGERY,E38000106,10376,78,100.00,100.00,36,100.00,222,51.49,44,100.00,1051,68.96,27,78.83
F81721,BRICKFIELDS SURGERY,E38000106,5971,62,100.00,100.00,23,100.00,143,90.66,34,100.00,795,98.96,18,100.00
F81730,THE COGGESHALL SURGERY,E38000106,5517,106,100.00,100.00,32,100.00,170,100.00,59,100.00,929,100.00,51,100.00
F81738,BRIMPTON HOUSE,E38000106,2757,33,82.83,100.00,1,100.00,75,57.43,10,100.00,284,48.27,13,43.67
F81751,THE TRINITY MEDICAL PRACTICE,E38000106,3132,44,100.00,100.00,31,100.00,104,100.00,22,100.00,421,100.00,22,100.00
Y00293,THE CASTLE SURGERY,E38000106,2901,53,100.00,100.00,15,100.00,69,97.03,39,100.00,359,100.00,13,99.33
Y00589,GREENWOOD SURGERY,E38000106,4301,74,100.00,100.00,39,0.00,137,100.00,54,100.00,739,100.00,14,100.00
Y02611,NORTH CHELMSFORD NHS HCC,E38000106,2050,24,100.00,100.00,12,100.00,32,100.00,17,100.00,169,100.00,7,100.00
Y05023,SILVER END SURGERY,E38000106,:,:,100.00,100.00,:,100.00,:,100.00,25,100.00,:,100.00,:,100.00
F81005,SHRUB END SURGERY,E38000117,8457,135,29.72,99.07,34,0.00,197,22.74,63,34.48,1178,23.08,40,63.83
F81012,WEST MERSEA SURGERY,E38000117,7683,233,100.00,100.00,82,100.00,344,100.00,68,100.00,1528,100.00,59,100.00
F81017,WALTON MEDICAL CENTRE,E38000117,9691,287,100.00,100.00,91,100.00,610,96.46,181,100.00,2196,89.12,138,95.17
F81018,GREAT CLACTON MEDICAL PRACTICE,E38000117,7682,199,100.00,100.00,53,100.00,470,96.66,127,89.55,1873,100.00,85,94.33
F81019,MAYFLOWER MEDICAL CENTRE,E38000117,17774,394,100.00,100.00,87,100.00,653,98.26,147,100.00,2682,100.00,105,90.83
F81021,GREAT BENTLEY SURGERY,E38000117,8455,212,100.00,100.00,65,100.00,318,99.63,61,100.00,1690,100.00,64,100.00
F81026,CARADOC SURGERY,E38000117,8021,318,100.00,100.00,63,20.00,490,78.23,107,99.41,2036,89.12,89,87.17
F81028,WIVENHOE SURGERY,E38000117,8401,164,100.00,100.00,71,100.00,281,100.00,72,100.00,1206,100.00,28,99.50
F81037,EAST LYNNE MEDICAL CENTRE,E38000117,10020,199,100.00,100.00,74,100.00,390,99.43,87,100.00,1522,100.00,47,95.83
F81042,COLCHESTER MEDICAL PRACTICE,E38000117,8579,106,100.00,100.00,57,100.00,182,100.00,164,100.00,982,100.00,23,100.00
F81044,THE ARDLEIGH SURGERY,E38000117,6913,123,100.00,100.00,35,100.00,211,99.37,38,100.00,873,100.00,25,98.00
F81052,ST.JAMES SURGERY,E38000117,14054,463,100.00,100.00,146,100.00,792,100.00,267,100.00,3370,100.00,211,100.00
F81067,AMBROSE AVENUE GROUP PRACTICE,E38000117,14955,307,100.00,100.00,73,100.00,509,95.69,138,100.00,2296,100.00,49,100.00
F81069,WINSTREE MEDICAL PRACTICE,E38000117,6901,142,93.62,100.00,62,100.00,221,79.26,76,100.00,1217,85.04,37,81.50
F81079,PARSONS HEATH MEDICAL CENTRE,E38000117,10936,212,100.00,100.00,91,100.00,393,95.63,84,100.00,1556,100.00,84,98.83
F81091,EAST HILL SURGERY,E38000117,8370,151,100.00,100.00,43,100.00,233,100.00,93,100.00,1241,100.00,55,100.00
F81094,NORTH HILL MEDICAL GROUP,E38000117,13224,307,100.00,100.00,111,100.00,502,93.06,150,100.00,2080,100.00,97,90.50
F81095,ABBEY FIELD MEDICAL CENTRE,E38000117,10879,160,100.00,100.00,78,100.00,331,98.71,103,100.00,1430,100.00,62,99.83
F81109,LAYER ROAD SURGERY,E38000117,6031,66,100.00,100.00,22,100.00,105,96.37,43,100.00,546,100.00,19,100.00
F81115,CREFFIELD MEDICAL CENTRE,E38000117,11479,266,100.00,100.00,65,100.00,424,99.86,89,100.00,1815,100.00,52,100.00
F81116,COLNE MEDICAL CENTRE,E38000117,9947,241,100.00,100.00,85,100.00,412,99.23,124,96.55,1817,100.00,77,100.00
F81133,TIPTREE MEDICAL CENTRE,E38000117,11387,223,100.00,100.00,66,100.00,335,100.00,102,100.00,2015,100.00,45,100.00
F81141,ROWHEDGE SURGERY,E38000117,12902,63,100.00,100.00,20,100.00,135,100.00,34,100.00,537,100.00,21,100.00
F81156,RANWORTH SURGERY,E38000117,7692,191,100.00,100.00,60,100.00,284,100.00,79,100.00,1341,100.00,58,100.00
F81157,THE FRINTON ROAD MED CTR,E38000117,5445,286,100.00,100.00,53,40.00,493,83.77,127,82.62,2001,96.92,97,71.50
F81212,OLD ROAD SURGERY,E38000117,7242,130,100.00,100.00,41,100.00,293,99.80,70,77.76,1104,100.00,28,99.83
F81213,THORPE SURGERY,E38000117,4463,89,100.00,100.00,98,100.00,176,100.00,77,100.00,799,100.00,31,94.50
F81221,FRONKS RD FAMILY SURGERY,E38000117,4628,66,58.62,100.00,31,0.00,165,53.94,49,89.24,805,55.38,26,76.83
F81606,HAREWOOD SURGERY,E38000117,2965,58,100.00,100.00,8,100.00,117,100.00,16,100.00,487,100.00,23,100.00
F81633,LAWFORD SURGERY,E38000117,3355,102,100.00,100.00,33,100.00,150,100.00,33,100.00,526,100.00,24,100.00
F81636,MILL ROAD SURGERY,E38000117,11775,144,100.00,100.00,46,100.00,213,99.91,43,100.00,1143,100.00,37,100.00
F81670,EPPING CLOSE,E38000117,2928,78,99.07,100.00,18,0.00,174,75.71,58,89.24,768,95.38,32,75.67
F81672,PORTLAND MEDICAL PRACTICE,E38000117,3141,60,100.00,100.00,28,100.00,117,99.17,20,95.76,503,100.00,37,99.00
F81679,HIGHWOODS SURGERY,E38000117,6167,60,100.00,100.00,63,100.00,183,92.66,51,100.00,736,100.00,13,100.00
F81681,GREEN ELMS HEALTH CENTRE,E38000117,6734,156,100.00,100.00,52,100.00,450,87.46,78,100.00,1652,100.00,83,93.33
F81716,TOLLGATE HEALTH CENTRE,E38000117,6502,82,100.00,100.00,23,100.00,144,100.00,29,100.00,703,100.00,18,100.00
F81741,CRUSADER SURGERY,E38000117,5089,92,100.00,100.00,24,100.00,241,99.34,64,100.00,806,100.00,71,100.00
F81746,BLUEBELL SURGERY,E38000117,3341,19,100.00,100.00,9,100.00,58,95.57,13,100.00,223,95.62,6,100.00
F81757,THE RIVERSIDE HEALTH CTR,E38000117,5229,82,100.00,100.00,20,100.00,149,98.23,26,100.00,646,98.69,17,94.17
Y00484,HAWTHORN SURGERY,E38000117,4834,47,100.00,100.00,16,0.00,86,79.74,24,100.00,482,100.00,14,100.00
Y02646,NORTH COLCHESTER HEALTHCARE CENTRE,E38000117,5181,14,100.00,100.00,25,100.00,59,98.31,13,100.00,278,100.00,10,86.67
D82001,HOLT MEDICAL PRACTICE,E38000124,14602,401,100.00,100.00,71,100.00,635,100.00,102,100.00,2260,100.00,92,100.00
D82004,CROMER GROUP PRACTICE,E38000124,12900,446,100.00,100.00,103,100.00,693,100.00,153,96.93,2549,100.00,87,100.00
D82005,SHERINGHAM MEDICAL PRACTICE,E38000124,9349,374,100.00,100.00,67,100.00,578,100.00,139,100.00,2040,100.00,135,100.00
D82009,STALHAM STAITHE SURGERY,E38000124,7449,180,100.00,100.00,26,100.00,351,99.14,69,100.00,1686,100.00,48,100.00
D82016,MARKET SURGERY,E38000124,8607,227,100.00,100.00,50,100.00,328,100.00,83,100.00,1292,100.00,43,100.00
